# Gaia DR3 Real Star Cluster: Pleiades (M45)
# Total Stars: 1679 | 1:1 IRL Physical Units: pos=pc, vel=km/s, mass=M_sun
# Gravitational constant: G = 0.004300917 pc*(km/s)^2/M_sun | 1 time unit = 0.9778 Myr
# name,mass,x,y,z,vx,vy,vz
gaia_64752099482337536,0.2906,-5.2481,-8.5690,-8.7751,12.5212,13.5000,43.7358
gaia_64020133975885568,0.3095,2.2439,3.7912,-2.9879,-14.5903,16.6788,16.3220
gaia_68314414077327744,0.3050,1.3826,-1.4230,1.1079,0.2096,-1.9484,34.6350
gaia_66752042414936704,0.3138,2.0395,5.9623,3.7578,1.2876,-3.3321,-12.8558
gaia_70138881823528832,0.2953,-3.3103,-7.2048,1.2137,-0.9522,-3.1250,-2.1748
gaia_66999913567402112,0.3140,-1.2008,8.9805,4.9358,-1.8343,-2.5312,10.4732
gaia_69863454162150656,0.3001,-0.9165,-2.8267,1.5778,-0.3921,-1.5326,1.1418
gaia_65757534147571840,0.2779,-12.7434,-11.0054,-7.9857,-74.1819,-43.4777,-32.6686
gaia_66720534534913792,0.2978,-1.9955,-1.2862,-0.6747,-0.0121,-3.1246,6.3112
gaia_70085929172184704,0.3097,2.1169,4.4733,8.8309,-0.2395,-2.3520,18.5911
gaia_64073597730589952,0.3055,0.5159,6.9197,-1.8245,-0.2330,-1.9459,-24.5542
gaia_64999661397996928,0.2937,-2.6240,-2.5485,-2.9089,-11.6947,35.2201,-7.6444
gaia_65242412949567488,0.2950,-0.3567,-2.8605,-1.8096,-46.8960,-8.0133,-73.7150
gaia_66732423004453376,0.2949,-1.5157,-2.1587,-0.8708,-0.9049,-3.6398,20.2526
gaia_64094037476647040,0.2945,-2.6387,0.0270,-4.5085,-1.5448,-1.9147,-45.9589
gaia_66671468828544384,0.2892,-5.9527,-4.6171,-1.6121,-1.0075,-2.0276,13.9193
gaia_66550350752004352,0.2871,-6.3256,-5.4426,-3.0436,-1.8380,0.2245,1.2943
gaia_66542551091588352,0.2858,-6.3469,-5.3546,-3.5538,-0.5448,-2.7466,-23.8327
gaia_69990241597280640,0.2940,-2.7272,-1.7941,3.1944,-1.0599,-3.0861,31.0770
gaia_65292268929825408,0.2964,1.3612,-0.2427,0.8914,0.0543,-1.7594,3.1778
gaia_66830485697459456,0.2854,-5.0094,-6.3028,-1.4434,-4.8558,1.4429,-17.1459
gaia_66742765285619584,0.2919,-1.9461,-1.8744,-0.3028,-1.2758,-2.1020,-2.1748
gaia_69906472554465792,0.2938,0.1688,-2.5530,2.5332,-0.8852,-2.9675,31.9429
gaia_65257806112264832,0.2920,0.7534,-2.6154,-1.0078,-3.7334,-1.0674,6.2930
gaia_68506347575444096,0.2905,2.3745,-5.8385,-0.0642,-0.4201,-2.1949,149.7508
gaia_68595751615127296,0.2896,0.2911,-5.8341,0.8790,0.1707,-2.5752,-0.6619
gaia_69854348831573504,0.2943,-0.2438,-0.2137,2.7346,-0.4881,-1.9177,-8.9422
gaia_64905618794174720,0.2927,0.3876,0.6602,-2.5596,0.3598,-2.7424,21.6734
gaia_64998905483757568,0.2905,-1.4278,-0.5957,-2.0460,0.1732,-1.8353,-2.1748
gaia_69829541100441600,0.2863,-1.6942,-5.2679,-0.2785,0.1731,-1.6393,-2.7887
gaia_68612897124511744,0.3077,10.2868,6.2314,7.6046,-4.8991,-8.7458,-3.8044
gaia_64889126119831040,0.2827,-3.6760,-4.0228,-5.6639,-0.5064,-2.1715,-2.1748
gaia_66800180408292992,0.2885,-1.0889,-2.2955,0.0308,0.4750,-1.8355,37.0914
gaia_69918086146123520,0.2893,-0.7936,-2.8315,2.1975,0.0009,-3.2500,-21.9425
gaia_65211557904569856,0.2895,-0.5146,-0.7997,-0.8785,0.0504,-2.5746,-7.7739
gaia_64171729143045760,0.2742,-7.7987,-8.0484,-7.2492,-23.1426,15.9365,-14.3073
gaia_66802207632871808,0.2802,-3.6051,-6.8667,-2.4431,-0.4134,-2.5924,-2.1748
gaia_67368834079847680,0.2877,-3.8317,-1.3595,3.4984,-0.4131,-3.6435,-38.8962
gaia_64445988572906752,0.2872,2.7102,-1.7269,-4.7130,-0.2384,-1.6776,-56.3033
gaia_66597767189992832,0.2884,-3.5983,1.4497,0.3482,-1.5320,-1.5815,-15.9521
gaia_64078167575681152,0.2821,-4.3321,-1.3712,-5.6007,-1.5273,-1.8577,22.8389
gaia_69986702544247424,0.3069,5.8944,11.5535,10.5122,-22.1388,27.6930,-21.5987
gaia_63938048561062784,0.2764,-4.7494,-5.1814,-8.5770,-0.6349,-37.2916,16.2690
gaia_68317746971945600,0.2776,-2.8708,-7.7336,-2.2925,1.0281,-2.7924,-2.1748
gaia_70138881825295872,0.2697,-7.3151,-13.1679,-2.2954,-1.2839,-1.8947,-2.1748
gaia_64895139073954944,0.2840,-0.8590,0.0471,-3.1583,-0.7757,-2.2626,-95.8212
gaia_68296650092601088,0.2827,0.2095,-2.6569,-0.1028,-0.9191,-2.9642,-12.9400
gaia_66452734735432192,0.2829,-1.7249,0.6051,-1.3969,-1.9435,-2.3317,22.1032
gaia_69858094042908928,0.2848,-0.4494,-0.3481,2.9905,0.2956,-2.7886,-15.8681
gaia_66761903659793152,0.2763,-4.5606,-3.8865,-1.1159,-0.6919,-1.7999,2.6314
gaia_65289588870240384,0.2811,0.3493,-2.0255,-0.4063,0.6508,-1.2171,-46.1831
gaia_68348155340347776,0.2811,1.9097,-3.3703,0.3221,0.2339,-1.8165,-2.1748
gaia_66534132955565184,0.2892,1.0796,5.6582,2.0302,-8.8535,-68.9943,-128.8663
gaia_65270450496044416,0.2759,-2.1661,-4.7156,-2.4179,-0.7789,-1.3964,-1.5182
gaia_63884584809145600,0.2774,-3.8588,0.2654,-5.2964,-1.2783,-2.4279,-10.0118
gaia_67281869581448448,0.2612,-11.9982,-11.6349,-4.1939,0.2869,-1.8618,-9.7080
gaia_69933170071162624,0.2815,0.7785,-0.9991,3.7969,2.6758,10.2435,35.3996
gaia_66637452687640192,0.2578,-12.7482,-12.3256,-6.1522,90.1371,-62.6009,75.6802
gaia_67007781947467008,0.3021,4.3767,18.2332,10.6362,8.9373,23.6652,19.4101
gaia_64841847118778112,0.2645,-3.5857,-9.0198,-7.5032,41.5795,2.3604,-14.4713
gaia_66744895589396992,0.2838,1.2699,4.5650,2.4707,-45.2831,7.6341,-2.1748
gaia_68291977168100480,0.2772,1.9541,-1.7194,0.8287,-0.7084,-2.1598,4.7292
gaia_67012248711350656,0.3025,6.1769,19.7845,11.3975,-18.4739,39.1230,19.8898
gaia_64916751349465856,0.2729,-2.0315,-0.8875,-3.6084,-0.0557,-3.0879,-2.1748
gaia_68378563708730624,0.2713,-0.7316,-5.2333,0.0472,-0.2346,-2.8498,-2.1748
gaia_69859262274067584,0.2813,2.0445,2.3001,4.1555,0.4773,-4.5859,-5.9775
gaia_65434518247043072,0.2723,-5.4307,1.0488,-3.8112,-1.0228,-1.7490,4.6256
gaia_68265588889169664,0.2728,0.6502,-3.6245,-1.0760,-0.2230,-2.5648,-2.1748
gaia_69919116938278144,0.2520,-9.4842,-16.1400,-5.3288,25.9842,26.8801,68.8010
gaia_66474450090139008,0.2504,-12.5939,-13.6007,-8.7255,-6.5296,0.9610,11.3116
gaia_66804406656115328,0.2741,0.4524,-0.4459,1.2325,0.8110,-3.5208,-2.1748
gaia_63589159777315072,0.2742,1.9689,2.2716,-5.4024,-7.8224,26.5497,-21.9697
gaia_64642801154268672,0.2718,2.5159,-1.5185,-4.1732,0.4296,-1.9700,38.7350
gaia_66807464672814336,0.2701,-1.5058,-2.7262,-0.0474,0.0732,-1.7071,-32.2978
gaia_66475068565410432,0.2881,3.5379,12.6861,5.1153,25.5332,-16.5753,38.4858
gaia_64423139346986112,0.2939,13.2214,15.0109,2.5870,-33.3323,16.6100,11.8794
gaia_68642515218949760,0.2514,-6.2449,-17.0853,-4.9433,1.2515,-12.0282,-0.6117
gaia_68409590551634944,0.2769,6.5103,0.5656,2.1140,0.1408,-9.1994,-2.1748
gaia_66555573432261120,0.2711,-1.9035,0.5744,0.2408,-0.9098,-3.5434,-2.1748
gaia_66922088761382784,0.2774,1.2147,4.1772,4.2560,47.5211,4.4544,81.5639
gaia_69904410970171392,0.2618,-3.0987,-7.6472,-0.5167,-0.0704,-2.4233,-2.1748
gaia_66724554624301568,0.2712,-0.1030,1.3814,0.9256,8.4466,18.0224,5.9607
gaia_66749121837171840,0.2654,-3.2975,-2.2825,-0.7186,-0.3754,-2.5242,-2.1748
gaia_68583966224862208,0.2571,-3.3484,-9.8736,-2.0008,45.0199,-49.8410,50.7322
gaia_65212932294091264,0.2663,-0.8985,-0.9601,-0.8827,-0.6677,-1.5296,-2.1748
gaia_65167577439502592,0.2685,1.5921,0.2574,-1.2739,-0.6002,-2.1828,-2.1748
gaia_66867800374681344,0.2665,-3.2504,-0.3499,1.5228,-0.8882,-2.2937,-0.6103
gaia_64441143849795456,0.2965,17.6624,20.6429,6.1263,18.5341,47.1185,5.5676
gaia_64162417653982976,0.2666,-1.3185,1.3725,-2.8673,18.4489,20.3875,17.3523
gaia_65212760495396736,0.2640,-1.7422,-1.9833,-1.4788,-1.4956,-2.5120,40.0784
gaia_64174546641593984,0.2655,-2.0574,0.7745,-2.6968,-1.4296,-2.5405,-2.1748
gaia_66820590092840960,0.2650,-1.7038,-1.7151,0.6423,-1.1318,-1.6869,-2.1748
gaia_65293368441513344,0.2673,1.1091,-0.7684,0.7294,-0.0225,-2.4575,-2.1748
gaia_65605354866829184,0.2645,-3.4933,1.0842,-3.3363,-0.5406,-3.1368,-8.5388
gaia_66878245735176704,0.2730,0.5426,4.7223,4.3521,-0.4978,-3.2271,8.9988
gaia_67368868438779392,0.2593,-6.0602,-4.8161,1.4899,-1.5240,-2.1141,-4.1695
gaia_65674383581036800,0.2631,-3.1455,0.2821,-2.9244,-1.2243,-2.7447,-2.0216
gaia_64753405152407424,0.2886,12.4933,17.6001,4.1487,3.4563,15.5807,14.3820
gaia_68404711469410432,0.2423,-6.3563,-18.5644,-8.4466,-0.0812,-1.8566,-2.3890
gaia_67072618773599104,0.2911,6.5738,20.7948,12.8259,-34.3118,-29.2542,4.5269
gaia_66847631206903040,0.2606,-2.7994,-3.5951,0.4722,-0.5201,-2.8185,3.3353
gaia_68308882159427840,0.2535,-4.2200,-8.5717,-2.9867,-0.4991,-1.7213,-2.1748
gaia_66649409876772096,0.2649,-2.5675,1.8956,1.0998,-0.8062,-2.1582,-2.1748
gaia_66536331978799616,0.2626,-2.4910,0.4047,-0.6067,-0.9204,-1.7806,-0.7851
gaia_65282716920396160,0.2612,-0.6200,-2.0401,-0.4811,-0.1165,-3.1830,-2.1748
gaia_64453685152860160,0.2847,13.7703,15.1764,3.9623,93.1830,-4.5875,57.9020
gaia_66644462074233088,0.2704,0.7382,6.4551,3.4518,15.9701,9.7974,-76.9358
gaia_65643184938861312,0.2551,-6.3075,-2.4195,-4.4981,-1.1562,-2.2896,55.8875
gaia_68653201097557888,0.2449,-5.6921,-15.0444,-3.6978,0.2910,-2.1780,-2.1748
gaia_66969535261875072,0.2579,-4.6697,-3.0599,1.3563,-1.3708,-2.7924,-2.1748
gaia_63855001074451328,0.2739,3.8537,12.0551,-0.0690,9.2288,15.4257,28.3298
gaia_66831069813319936,0.2591,-2.4801,-1.8527,0.8863,-0.5278,-2.8306,-3.3807
gaia_66847321969262464,0.2505,-5.0953,-7.2755,-1.6309,-0.8022,1.6290,-2.1748
gaia_64757425241820800,0.2672,5.5260,6.0308,-1.6877,-0.2862,-2.4381,-12.9559
gaia_69892385061858944,0.2512,-3.5641,-7.6291,-0.7609,0.5853,-1.8120,-2.1748
gaia_68411377258697984,0.2615,4.9873,-1.7028,1.0878,-72.3839,25.5187,65.4263
gaia_66719228864863360,0.2562,-2.4495,-1.8423,-1.1768,-1.4398,-2.9383,-2.1748
gaia_65284228751087872,0.2586,-0.0909,-1.0555,0.2448,-0.7475,-1.0106,-2.1748
gaia_68167835432980480,0.2571,1.4319,-3.0624,-1.1715,-0.1308,-2.1924,-2.1748
gaia_68297921403225984,0.2414,-6.9856,-13.5386,-6.1260,-1.1039,-1.8524,25.5883
gaia_70092461818752000,0.2515,-2.2424,-7.7924,-0.1964,-24.4940,-15.1880,20.5771
gaia_66619929221360384,0.2842,7.1175,21.1839,11.4179,-22.1775,21.8164,-2.1748
gaia_68183125516472320,0.2696,8.4048,5.9788,4.1163,-0.1889,-2.7464,3.3747
gaia_67074096242336384,0.2596,-4.3309,2.6329,2.9917,-1.1345,-2.9055,7.6024
gaia_64068924806095232,0.2488,-5.2905,-4.4672,-6.9668,-18.9107,7.8505,-27.1320
gaia_70097581419826944,0.2566,0.4735,-3.2301,2.5072,-0.1818,-2.6263,-14.7579
gaia_70205539717573760,0.2651,3.9674,2.3394,7.7838,-11.2474,19.1094,-2.1748
gaia_65589137070475264,0.2477,-6.7835,-4.1500,-6.4145,-1.3311,-2.0875,-10.9633
gaia_64032606560885504,0.2516,-1.9794,-2.6115,-5.6920,-23.6166,29.3273,-2.1748
gaia_68175806892217216,0.2562,2.7927,-2.7090,-0.7903,0.1163,-2.0044,129.6550
gaia_65056526764528128,0.2579,2.3533,0.5343,-2.1740,0.0533,-2.3724,-9.5809
gaia_65161250950264192,0.2588,3.2160,0.1114,0.2146,1.1088,-2.3430,-2.1748
gaia_68625846449476096,0.2419,-3.9542,-13.2274,-3.0113,-0.3405,-0.4311,-2.1748
gaia_64082187665171328,0.2388,-9.8949,-9.3002,-9.4570,-7.5599,-17.7725,41.6832
gaia_70118197262752768,0.2519,-0.5477,-5.5032,1.8434,0.7099,-2.7011,4.1320
gaia_67373094686549632,0.2526,-4.8583,-2.0843,3.1723,-1.2125,-2.8046,14.5810
gaia_69962719446879232,0.2510,-3.5696,-3.4840,1.7693,-1.5801,-2.1408,-2.1748
gaia_66868315770847232,0.2523,-2.6281,-0.8600,0.7908,-14.7441,24.2112,-2.1748
gaia_68521053543432064,0.2655,9.7481,4.6524,6.7646,3.2698,-13.9290,-2.1748
gaia_66899239535574400,0.2507,-4.3321,-0.9347,1.4267,-0.4772,-2.4920,-2.1748
gaia_68356367317952256,0.2464,-0.6456,-6.7910,-1.2453,-0.0635,-2.7207,-2.1748
gaia_66513036076242816,0.2551,0.0666,2.7452,0.4934,22.0637,33.7589,47.7613
gaia_66813065310153472,0.2307,-10.2183,-15.7400,-6.9393,17.5016,-16.3456,4.7146
gaia_69904617128601984,0.2448,-2.7686,-7.1919,-0.2505,-0.6937,-2.6158,7.3221
gaia_65040686925109760,0.2468,0.3013,-4.1988,-4.5974,0.1316,-2.0528,13.6952
gaia_66665902550940672,0.2510,-3.1105,0.4695,0.7422,-1.5430,-2.3604,-1.7114
gaia_66821655244731264,0.2417,-5.4474,-7.6943,-2.5473,-0.5791,-2.0475,16.3309
gaia_68607090328759040,0.2440,-1.6259,-8.4557,-0.2148,-0.2029,-1.6106,-2.1748
gaia_69983369649631872,0.2488,-2.8562,-1.9318,2.5876,-1.1717,-2.5827,-2.1748
gaia_70012128750557312,0.2653,4.7019,10.3741,10.8618,-2.2705,-3.6288,-9.9626
gaia_64697914174652160,0.2298,-5.6120,-15.8456,-10.3832,37.0132,-13.3455,-2.1748
gaia_65823676643738368,0.2479,-4.7821,1.0475,-0.9653,-1.4176,-2.4141,-40.1147
gaia_66490977124308352,0.2574,1.3026,7.4407,2.7926,0.1484,-3.7730,10.4834
gaia_68323966084583680,0.2486,0.7426,-2.3801,0.8181,-0.5255,-3.6335,-2.1748
gaia_69871219462957952,0.2456,-2.5878,-3.9186,1.2203,-0.1012,-2.7832,195.9553
gaia_70035355933666304,0.2525,1.0132,0.6634,5.0894,-0.5539,-4.1120,-2.1748
gaia_67088664771417600,0.2461,-5.8650,-0.9062,1.3724,-58.4088,-52.0059,-2.1748
gaia_65299965511216384,0.2450,-1.1409,-3.7642,-0.7582,-0.5183,-2.6150,-2.1748
gaia_65297594689312768,0.2376,-4.8386,-8.7874,-3.6601,-0.4269,-1.7728,-4.9429
gaia_70200935512668800,0.2521,2.7859,-0.5811,6.0181,-0.1455,-2.8178,27.8072
gaia_65224820763573760,0.2600,6.2206,9.2038,4.7491,10.7140,-0.8246,-40.0396
gaia_68672717428941184,0.2459,1.6281,-4.8840,2.6894,0.7695,-3.6099,-20.7774
gaia_70248180152474368,0.2422,-2.8191,-6.3632,2.2232,-0.7213,-2.3204,-158.4993
gaia_70150357977789056,0.2417,-2.4372,-6.8419,1.6000,-0.0428,-2.3946,-23.4679
gaia_64780755504124288,0.2257,-9.2382,-14.7399,-11.4690,-30.3932,7.3363,-2.1748
gaia_66733763034205696,0.2439,-1.7676,-2.3047,-0.9381,0.2304,-3.5524,9.9727
gaia_65063707949772672,0.2449,1.0760,-1.6903,-2.8244,0.2446,-0.4643,-2.1748
gaia_66779358406877568,0.2391,-5.0803,-5.5830,-1.4986,-0.6854,-2.5262,-2.1748
gaia_65000417312240896,0.2452,-0.9486,-0.0007,-1.5601,-0.4679,-2.4115,-2.1748
gaia_68580530251050496,0.2460,2.3913,-2.5685,2.2493,0.3388,-2.8882,-9.3527
gaia_64644484781444864,0.2500,5.4950,2.7030,-1.8050,-0.6666,-2.1463,-185.6808
gaia_65267078945207296,0.2399,-1.7492,-4.3899,-2.5212,-0.2735,-1.3536,-2.1748
gaia_68345956317106688,0.2301,-4.6934,-13.1311,-5.2678,-0.2072,-1.8104,-71.0082
gaia_65000623471297024,0.2497,1.8476,4.3840,0.8244,0.2781,-3.6348,-2.1748
gaia_64990349908937984,0.2455,0.3468,1.2628,-1.3534,-0.0817,-2.3230,-13.0890
gaia_64456262134709376,0.2452,3.2685,0.5907,-3.2096,-0.7400,-1.5769,-2.1748
gaia_65216643145862144,0.2484,2.5196,3.1382,1.1456,-0.7295,-2.3994,1.1708
gaia_64747460917686528,0.2645,12.5344,16.8304,3.6909,-17.9196,16.3835,-2.1748
gaia_68147391388599808,0.2348,-1.4843,-8.7798,-4.4204,0.0597,-2.1564,150.7251
gaia_66507882115488128,0.2370,-4.6532,-3.9276,-3.3823,-0.9297,-1.3706,-2.1748
gaia_68378185751612416,0.2550,7.6685,7.1188,6.9062,-95.3973,-47.8163,-2.1748
gaia_68266787183070976,0.2487,4.8028,3.2024,2.4038,0.5715,-3.0167,-2.1748
gaia_66818322350220416,0.2381,-3.2447,-3.3537,-0.3939,-0.5543,-3.2929,-2.1748
gaia_70128161586957440,0.2478,3.5607,1.6546,5.9425,51.0808,-23.1803,-21.0100
gaia_67069835634816896,0.2364,-7.0603,-2.8967,-0.0628,-0.9913,-3.0056,-2.1748
gaia_67362821121861376,0.2615,6.4837,15.5610,12.6727,-5.2123,17.5548,-2.1748
gaia_63892006512622848,0.2381,-3.7822,0.2988,-5.0335,-1.1446,-2.8428,-2.1748
gaia_63959351598814336,0.2466,2.0655,6.3754,-2.5456,-0.7829,-1.8354,-2.1748
gaia_65864427293364992,0.2363,-6.9260,-1.6537,-1.3070,-0.9042,-2.8108,-2.1748
gaia_66587459268570752,0.2210,-12.4221,-13.6138,-7.9931,-33.4791,-23.2134,-2.1748
gaia_69911282917833216,0.2356,-2.1981,-6.3660,0.6933,-0.4067,-2.1351,-2.1748
gaia_68152820227358720,0.2358,0.1660,-5.2678,-3.0513,-0.3066,-1.4684,-2.1748
gaia_66451497784867712,0.2380,-2.3702,-1.0267,-2.3022,-1.5889,-2.3561,-2.1748
gaia_70129050643128832,0.2306,-4.5413,-9.7880,-0.8133,-0.3724,-1.9597,-2.1748
gaia_68521053543431936,0.2531,10.4943,5.7021,7.3665,3.5811,-13.7058,-2.1748
gaia_69819198819177216,0.2591,9.8411,13.4701,9.7227,-21.1777,-4.4941,-2.1748
gaia_65179946945247488,0.2376,-0.0216,-2.3990,-2.4744,-0.8882,-2.8504,-2.1748
gaia_66911231083913600,0.2353,-5.1648,-3.5612,0.5141,-0.9930,-2.5045,-2.1748
gaia_65181115176348544,0.2361,-0.7445,-3.5449,-2.9201,1.0532,-3.3605,-2.1748
gaia_70072773688658432,0.2366,-3.1123,-3.9971,3.1980,0.1599,-2.7109,-2.1748
gaia_66665902550940800,0.2387,-3.0033,0.6496,0.8343,-1.8029,-2.2379,-2.1748
gaia_64796045587678208,0.2448,4.2845,5.8996,-0.7679,-0.4241,-2.5909,-2.1748
gaia_70019378655328768,0.2373,-1.4515,-2.2795,2.8940,-0.0925,-2.0434,-2.1748
gaia_64404928685654144,0.2371,2.7785,-1.1135,-4.9829,12.7389,-5.4980,-2.1748
gaia_70152144684310144,0.2396,1.2161,-1.1132,5.0132,0.1096,-2.9403,-2.1748
gaia_65437644983223936,0.2363,-4.6798,2.6257,-2.7830,-1.3360,-3.4899,-2.1748
gaia_64938569783224960,0.2475,5.3995,9.4998,2.4671,-0.4621,-2.4067,-2.1748
gaia_67756789882795008,0.2307,1.4141,-6.3697,-3.9931,0.2987,-2.1268,-2.1748
gaia_68303659479211776,0.2358,0.8284,-1.3192,0.8299,0.4030,-2.1174,-2.1748
gaia_65643803414142592,0.2467,2.3059,11.8238,2.8279,-1.9832,13.9866,-2.1748
gaia_65096899456994304,0.2410,6.4543,2.9518,-0.0529,0.0439,-1.7571,-2.1748
gaia_64912009705490304,0.2321,-0.9475,-0.7913,-3.1806,-0.7415,-2.4635,-2.1748
gaia_66783584654831872,0.2343,0.1497,-0.0667,0.7733,0.0685,-2.4988,-2.1748
gaia_64104933811828480,0.2317,-2.5830,1.1713,-3.5081,-1.4682,-2.1570,-2.1748
gaia_69824249700740736,0.2303,-0.4526,-2.9784,0.5925,-0.3635,-3.8404,-2.1748
gaia_64951111087777536,0.2218,-4.8264,-7.4763,-6.6684,-0.5989,-1.4463,-2.1748
gaia_64999558318784768,0.2284,-2.4021,-2.2005,-2.7896,-0.4631,-2.3846,-2.1748
gaia_69907430330835200,0.2207,-5.0791,-10.9551,-2.3107,-7.7212,-8.0786,-2.1748
gaia_65184894747573376,0.2291,0.1915,-2.7899,-2.3544,-0.5251,-1.7357,-2.1748
gaia_63848953760548608,0.2572,12.7204,24.9402,5.8229,17.5242,7.4078,-2.1748
gaia_64805597594938752,0.2250,-2.2365,-4.1603,-5.5631,20.2873,30.2875,-2.1748
gaia_68461473757131392,0.2135,-5.5340,-16.3278,-6.1794,2.8043,0.4223,-2.1748
gaia_67001047438765824,0.2434,1.5199,13.3614,7.4688,-32.7241,-5.0256,-2.1748
gaia_65276772687884544,0.2373,4.3384,5.7242,3.3749,0.8954,-5.1789,-2.1748
gaia_68395399980532864,0.2286,1.1588,-3.3490,1.5271,-0.3075,-1.8013,-2.1748
gaia_68327402058399232,0.2266,-0.5783,-4.0687,0.2117,0.1267,-2.3242,-2.1748
gaia_66783928252047744,0.2330,1.6119,2.5455,2.2460,0.4247,11.0852,-2.1748
gaia_66868521929273216,0.2434,5.4995,12.0685,7.8952,-6.9579,20.7171,-2.1748
gaia_68505110624876032,0.2231,0.9371,-8.3757,-1.5398,0.4473,-2.3273,-2.1748
gaia_65635522717170944,0.2268,-4.8620,1.2999,-2.6726,-1.6419,-1.4785,-2.1748
gaia_70037795475083008,0.2327,1.3218,1.1296,5.5120,-0.1275,-2.7921,-2.1748
gaia_64037588724758400,0.2340,1.9902,7.0415,-2.4241,-0.9275,-1.3047,-2.1748
gaia_68390830135333504,0.2281,1.3137,-2.7042,1.5948,-0.2717,-2.4909,-2.1748
gaia_65372945596124288,0.2447,5.7023,17.8648,2.8615,1.4779,13.7434,-2.1748
gaia_64000858161160192,0.2532,14.5494,23.3665,5.7351,23.0078,17.0391,-2.1748
gaia_69812945346809344,0.2254,-1.1173,-3.2608,0.2532,0.1156,-2.2274,-2.1748
gaia_66759356741758848,0.2275,-1.7724,-0.0887,0.7422,22.8522,9.4983,-2.1748
gaia_69876923179646080,0.2284,1.0495,-1.3373,2.0897,-0.5984,-3.4470,-2.1748
gaia_69930283851373184,0.2386,6.2142,6.7540,8.0015,-0.8951,-1.9048,11.7922
gaia_65014195567317504,0.2212,-3.9137,-4.6269,-3.7731,-1.1505,-2.1456,-2.1748
gaia_65224820763573888,0.2409,7.4031,10.9966,5.7047,9.2028,-0.4281,-2.1748
gaia_64884624994048256,0.2259,-0.4819,0.1051,-3.6545,-0.2720,-1.9826,-2.1748
gaia_70085933468406784,0.2259,-2.4778,-2.5993,4.6195,0.8825,-2.2201,-2.1748
gaia_70388848923371008,0.2351,1.4479,5.8668,8.3973,-15.9482,12.9938,-2.1748
gaia_66782897460055424,0.2227,-2.5389,-3.6381,-1.2370,-1.0348,-2.3705,-2.1748
gaia_66745170467302656,0.2249,-2.2675,-1.0415,-0.4757,-0.0943,-2.1811,-2.1748
gaia_70165476262750976,0.2259,1.4546,-3.7684,3.3923,0.3433,-2.9401,-2.1748
gaia_70160287942261376,0.2156,-3.6248,-10.6276,-0.9423,-0.1788,-1.7441,-2.1748
gaia_66556672943906688,0.2208,-3.7102,-2.7684,-1.5598,-0.3125,-3.4391,-2.1748
gaia_66534991949020160,0.2358,4.1848,10.5130,4.7008,-13.1436,15.2222,-2.1748
gaia_70303946007737344,0.2320,4.5372,3.0546,8.6017,-46.9435,13.7875,-2.1748
gaia_65181527493208192,0.2239,1.0609,-0.6100,-1.4861,0.1174,-2.5288,-2.1748
gaia_63911969519658752,0.2045,-10.0754,-13.7914,-12.9727,37.5315,-0.1500,-2.1748
gaia_66720294016753280,0.2200,-3.0812,-3.0615,-1.7181,-0.8834,-2.0714,-2.1748
gaia_65671634801986048,0.2224,-2.1682,1.2958,-2.6730,-1.0391,-1.3590,-2.1748
gaia_63609741260510464,0.2309,6.2899,7.5809,-2.0238,5.2832,-17.8000,-2.1748
gaia_64917094946846848,0.2197,-2.4671,-1.4375,-3.8758,-1.2349,-2.7982,-2.1748
gaia_65135176205557888,0.2142,-2.8763,-7.9925,-5.2961,-0.2761,-1.8752,-2.1748
gaia_64769691668377216,0.2075,-6.8690,-11.6528,-9.8521,24.8282,-25.6807,-2.1748
gaia_64836349560719232,0.2344,8.9223,9.9147,1.7125,-0.1918,-2.0423,-2.1748
gaia_64874866827592832,0.2304,5.7144,6.9444,1.2024,-3.7230,-19.6999,-2.1748
gaia_64884899871954176,0.2384,9.3110,14.9872,3.9239,-0.6371,-2.2520,-2.1748
gaia_70013022103636992,0.2160,-5.3808,-6.1652,1.2268,32.4165,13.6520,-2.1748
gaia_65199222758514048,0.2188,-1.6544,-2.5920,-2.3699,-1.4288,-1.0035,-2.1748
gaia_65196405259884544,0.2211,0.4346,-1.1025,-0.9335,0.4397,-2.8119,-2.1748
gaia_70098612211973248,0.2187,-0.9096,-4.8831,1.5862,-0.2052,-2.4841,-2.1748
gaia_64768763955442944,0.2199,0.4183,-0.6656,-4.4290,-0.4089,-1.6978,-2.1748
gaia_67098319857861504,0.2325,0.5242,11.0006,7.8244,-3.1007,-49.4341,-2.1748
gaia_68200614623252992,0.2219,4.5446,-1.6471,-0.1188,-27.0364,19.7746,-2.1748
gaia_64974338270788864,0.2178,-0.5649,-2.3780,-3.1038,-0.2536,-2.4419,-2.1748
gaia_68236795427794816,0.2211,3.6239,-1.7499,0.5310,-0.2377,-3.1421,-2.1748
gaia_65244646332548352,0.2128,-2.9892,-6.4013,-3.5268,0.2758,-2.0508,-2.1748
gaia_66741116018188416,0.2206,-0.1759,0.6515,0.9787,-0.6828,-3.0541,-2.1748
gaia_65213172812266240,0.2215,1.0741,1.8847,0.5984,-0.4621,-2.3641,-2.1748
gaia_65079788307324672,0.2154,0.0809,-3.9251,-3.4933,-0.8550,-1.0089,-2.1748
gaia_65398131284165632,0.2156,-4.4710,0.2146,-4.6696,21.1087,23.4659,-2.1748
gaia_67733047303597312,0.2063,-2.7984,-11.8661,-7.4929,-21.4965,25.2356,-2.1748
